Subject ID,Subject Age,Subject Gender,Left Choice,Right Choice,Side Correct,Side Picked,Correct,Block,Control Type,Ratio of number of dots,Percentage of dots,Ratio of areas of dot sets (greater to smaller),Color One,Color Two,Response Time,Date/Time,Consecutive Rounds,Section,Feedback given,Key for "Yes" 
78,9,MALE,13,12,YES,YES,yes,0,Inverse Areas,1.0833333333333333,0.52,1.037659420330761,null,null,2.379983545,2015-11-03T12:54:25.126,1,0,No,J
78,9,MALE,13,12,NO,YES,no,0,Inverse Areas,1.0833333333333333,0.52,1.120248224100367,null,null,1.419133048,2015-11-03T12:54:26.846,2,0,No,J
78,9,MALE,18,2,YES,YES,yes,0,Equal Areas,9.0,0.9,1.0000000000000004,null,null,1.317951751,2015-11-03T12:54:28.303,3,0,No,J
78,9,MALE,13,12,NO,YES,no,0,Equal Areas,1.0833333333333333,0.52,1.0,null,null,1.159157834,2015-11-03T12:54:29.585,4,0,No,J
78,9,MALE,9,16,NO,YES,no,0,Equal Areas,1.7777777777777777,0.36,1.0000000000000002,null,null,1.135849619,2015-11-03T12:54:30.814,5,0,No,J
78,9,MALE,14,12,NO,YES,no,0,Inverse Areas,1.1666666666666667,0.5384615384615384,1.6085848142127281,null,null,1.384873544,2015-11-03T12:54:32.276,6,0,No,J
78,9,MALE,30,20,NO,YES,no,0,Inverse Areas,1.5,0.6,2.1853922528390513,null,null,1.196044296,2015-11-03T12:54:33.537,7,0,No,J
78,9,MALE,14,11,NO,YES,no,0,Inverse Areas,1.2727272727272727,0.56,2.223521298118889,null,null,1.242102661,2015-11-03T12:54:34.846,8,0,No,J
78,9,MALE,30,18,YES,YES,yes,0,Equal Areas,1.6666666666666667,0.625,1.0,null,null,1.191726472,2015-11-03T12:54:36.116,9,0,No,J
78,9,MALE,16,9,YES,YES,yes,0,Equal Areas,1.7777777777777777,0.64,1.0000000000000002,null,null,1.251173643,2015-11-03T12:54:37.414,10,0,No,J
78,9,MALE,18,5,YES,YES,yes,0,Inverse Areas,3.6,0.782608695652174,11.04614586469424,null,null,1.310573347,2015-11-03T12:54:38.766,11,0,No,J
78,9,MALE,11,14,NO,YES,no,0,Equal Areas,1.2727272727272727,0.44,1.0000000000000004,null,null,1.15544554,2015-11-03T12:54:39.965,12,0,No,J
78,9,MALE,24,16,YES,YES,yes,0,Equal Areas,1.5,0.6,1.0000000000000002,null,null,1.163172893,2015-11-03T12:54:41.188,13,0,No,J
78,9,MALE,14,11,NO,YES,no,0,Equal Areas,1.2727272727272727,0.56,1.0000000000000002,null,null,1.19877688,2015-11-03T12:54:42.450,14,0,No,J
78,9,MALE,16,24,NO,YES,no,0,Inverse Areas,1.5,0.4,2.5912522799517985,null,null,1.147583909,2015-11-03T12:54:43.655,15,0,No,J
78,9,MALE,21,14,NO,YES,no,0,Inverse Areas,1.5,0.6,2.6891556631098954,null,null,1.279920512,2015-11-03T12:54:44.992,16,0,No,J
78,9,MALE,13,12,NO,YES,no,0,Equal Areas,1.0833333333333333,0.52,1.0000000000000002,null,null,1.189198296,2015-11-03T12:54:46.223,17,0,No,J
78,9,MALE,9,16,NO,YES,no,0,Inverse Areas,1.7777777777777777,0.36,3.9874926791419836,null,null,1.213999382,2015-11-03T12:54:47.473,18,0,No,J
78,9,MALE,24,1,YES,YES,yes,0,Equal Areas,24.0,0.96,1.0,null,null,1.257436349,2015-11-03T12:54:48.792,19,0,No,J
78,9,MALE,12,13,NO,YES,no,0,Inverse Areas,1.0833333333333333,0.48,1.1050471715850343,null,null,1.187424469,2015-11-03T12:54:50.081,20,0,No,J
78,9,MALE,18,7,YES,YES,yes,0,Inverse Areas,2.5714285714285716,0.72,7.484335149936914,null,null,1.155468204,2015-11-03T12:54:51.308,21,0,No,J
78,9,MALE,16,9,NO,YES,no,0,Equal Areas,1.7777777777777777,0.64,1.0000000000000002,null,null,1.17766799,2015-11-03T12:54:52.524,22,0,No,J
78,9,MALE,20,30,NO,YES,no,0,Inverse Areas,1.5,0.4,2.407883781025432,null,null,1.149311979,2015-11-03T12:54:53.705,23,0,No,J
78,9,MALE,11,14,NO,YES,no,0,Equal Areas,1.2727272727272727,0.44,1.0000000000000004,null,null,1.012663539,2015-11-03T12:54:54.771,24,0,No,J
78,9,MALE,24,16,NO,YES,no,0,Inverse Areas,1.5,0.6,3.1739974330563703,null,null,1.053759206,2015-11-03T12:54:55.889,25,0,No,J
78,9,MALE,12,13,NO,YES,no,0,Inverse Areas,1.0833333333333333,0.48,1.5227278301873508,null,null,1.184909123,2015-11-03T12:54:57.178,26,0,No,J
78,9,MALE,21,4,YES,YES,yes,0,Equal Areas,5.25,0.84,1.0000000000000007,null,null,1.339802159,2015-11-03T12:54:58.581,27,0,No,J
78,9,MALE,19,6,YES,YES,yes,0,Equal Areas,3.1666666666666665,0.76,1.0000000000000004,null,null,1.280966933,2015-11-03T12:54:59.931,28,0,No,J
78,9,MALE,12,13,NO,YES,no,0,Equal Areas,1.0833333333333333,0.48,1.0000000000000002,null,null,0.974067393,2015-11-03T12:55:00.962,29,0,No,J
78,9,MALE,14,11,YES,YES,yes,0,Inverse Areas,1.2727272727272727,0.56,1.1040866731774994,null,null,1.044896483,2015-11-03T12:55:02.082,30,0,No,J
78,9,MALE,12,9,NO,YES,no,0,Inverse Areas,1.3333333333333333,0.5714285714285714,1.4331449070846325,null,null,1.277245658,2015-11-03T12:55:03.393,31,0,No,J
78,9,MALE,9,16,NO,YES,no,0,Equal Areas,1.7777777777777777,0.36,1.0000000000000002,null,null,0.99281061,2015-11-03T12:55:04.432,32,0,No,J
78,9,MALE,11,14,NO,YES,no,0,Inverse Areas,1.2727272727272727,0.44,1.611361103964135,null,null,1.044674967,2015-11-03T12:55:05.496,33,0,No,J
78,9,MALE,18,7,NO,YES,no,0,Inverse Areas,2.5714285714285716,0.72,5.278518722862961,null,null,0.979667266,2015-11-03T12:55:06.516,34,0,No,J
78,9,MALE,11,14,NO,YES,no,0,Inverse Areas,1.2727272727272727,0.44,1.9309139296260922,null,null,1.198979151,2015-11-03T12:55:07.772,35,0,No,J
78,9,MALE,20,30,NO,YES,no,0,Equal Areas,1.5,0.4,1.0,null,null,1.317166187,2015-11-03T12:55:09.124,36,0,No,J
78,9,MALE,18,5,YES,YES,yes,0,Equal Areas,3.6,0.782608695652174,1.0000000000000002,null,null,1.059802963,2015-11-03T12:55:10.242,37,0,No,J
78,9,MALE,13,12,YES,YES,yes,0,Inverse Areas,1.0833333333333333,0.52,1.3316103119719762,null,null,0.997801531,2015-11-03T12:55:11.288,38,0,No,J
78,9,MALE,13,12,NO,YES,no,0,Inverse Areas,1.0833333333333333,0.52,1.2389221812057387,null,null,1.27161243,2015-11-03T12:55:12.622,39,0,No,J
78,9,MALE,10,15,NO,YES,no,0,Equal Areas,1.5,0.4,1.0000000000000002,null,null,0.96394828,2015-11-03T12:55:13.640,40,0,No,J
